order_id,order_item_id,product_id,seller_id,price,freight_value
ORD000334,1,PROD00087,SELL0029,$916.04,33.21
ORD000084,2,PROD00045,SELL0028,$1480.50,68.85
ORD000103,2,PROD00094,SELL0025,$916.65,57.53
ORD000533,3,PROD00113,SELL0037,$764.39,11.97
ORD000090,3,PROD00039,SELL0054,$1494.51,79.0
ORD000479,2,PROD00022,SELL0058,$1433.25,39.61
ORD000554,1,PROD00031,SELL0016,$268.09,75.65
ORD000092,3,PROD00014,SELL0028,$58.39,74.46
ORD000335,2,PROD00116,SELL0025,$342.26,22.1
ORD000488,1,PROD00115,SELL0043,$1003.23,73.97
ORD000504,3,PROD00012,SELL0051,$509.21,19.46
ORD000590,3,PROD00099,SELL0060,$111.03,28.77
ORD000391,3,PROD00084,SELL0042,$1449.88,36.08
ORD000239,1,PROD00029,SELL0017,$447.10,10.69
ORD000349,1,PROD00095,SELL0038,$1120.76,11.06
ORD000377,2,PROD00017,SELL0055,$1431.79,47.0
ORD000002,3,PROD00040,SELL0004,$810.37,68.08
ORD000434,2,PROD00041,SELL0050,$1199.31,74.85
ORD000130,3,PROD00067,SELL0043,$892.30,10.31
ORD000010,2,PROD00069,SELL0055,$484.15,65.66
ORD000304,2,PROD00108,SELL0015,$1024.77,13.5
ORD000291,3,PROD00019,SELL0048,$1275.95,66.56
ORD000036,2,PROD00077,SELL0021,$761.03,55.71
ORD000281,3,PROD00109,SELL0046,$725.25,66.64
ORD000507,2,PROD00038,SELL0046,$102.34,65.2
ORD000157,1,PROD00106,SELL0046,$1274.38,74.89
ORD000231,1,PROD00090,SELL0048,$1385.89,62.53
ORD000500,2,PROD00094,SELL0026,$1476.82,53.42
ORD000164,2,PROD00003,SELL0036,$516.05,54.88
ORD000357,2,PROD00097,SELL0026,$121.66,58.69
ORD000290,1,PROD00090,SELL0060,$1056.15,44.74
ORD000100,3,PROD00017,SELL0021,$1300.80,6.22
ORD000312,1,PROD00059,SELL0042,$872.08,36.47
ORD000495,1,PROD00038,SELL0058,$326.50,64.74
ORD000201,1,PROD00095,SELL0042,$552.91,68.78
ORD000105,1,PROD00087,SELL0051,$574.19,78.65
ORD000173,1,PROD00119,SELL0004,$543.04,38.96
ORD000054,3,PROD00016,SELL0033,$517.65,35.84
ORD000153,2,PROD00081,SELL0047,$378.83,11.27
ORD000407,3,PROD00063,SELL0020,$900.29,15.45
ORD000385,3,PROD00100,SELL0045,$992.90,62.66
ORD000392,3,PROD00036,SELL0041,$676.00,2.9
ORD000120,2,PROD00011,SELL0008,$967.49,72.86
ORD000231,3,PROD00003,SELL0038,$1481.21,39.4
ORD000097,1,PROD00102,SELL0038,$585.18,80.0
ORD000445,1,PROD00039,SELL0037,$162.67,6.95
ORD000551,3,PROD00024,SELL0026,$44.32,45.37
ORD000550,3,PROD00101,SELL0052,$740.52,42.47
ORD000599,3,PROD00069,SELL0046,$199.27,60.73
